Abroad	0.34873323397913564
Alabama	0.3472222222222222
Alaska	0.4379310344827586
Arizona	0.34156378600823045
Arkansas	0.2926829268292683
California	0.32555425904317387
Colorado	0.47280334728033474
Connecticut	0.38461538461538464
Delaware	0.273972602739726
District-of-Columbia	0.4224137931034483
Florida	0.31802120141342755
Georgia	0.3744493392070485
Idaho	0.45161290322580644
Illinois	0.39444444444444443
Indiana	0.36585365853658536
Iowa	0.2804232804232804
Kansas	0.4899328859060403
Kentucky	0.36475409836065575
Louisiana	0.328125
Maine	0.2934131736526946
Maryland	0.40441176470588236
Massachusetts	0.33774834437086093
Michigan	0.39909297052154197
Minnesota	0.3454861111111111
Mississippi	0.4803921568627451
Missouri	0.3485714285714286
Montana	0.3672566371681416
Nebraska	0.3595505617977528
Nevada	0.3793103448275862
NewHampshire	0.4132231404958678
NewJersey	0.38666666666666666
NewMexico	0.35853131749460043
NewYork	0.3230769230769231
NorthCarolina	0.3657635467980296
NorthDakota	0.34468937875751504
Ohio	0.46919431279620855
Oklahoma	0.30990415335463256
Oregon	0.326271186440678
Pennsylvania	0.3768844221105528
SouthCarolina	0.22105263157894736
SouthDakota	0.32608695652173914
Tennessee	0.3613861386138614
Texas	0.2727272727272727
Utah	0.30103480714957664
Vermont	0.39790575916230364
Virginia	0.38095238095238093
WestVirginia	0.48484848484848486
Wisconsin	0.2857142857142857
Wyoming	0.43983402489626555
